countyID,mean,median,2.50%,97.50%
244,3038.680082,2995.332155,2134.074619,4187.795727
245,857.9322665,818.31204,462.9620536,1479.811776
246,7898.409056,7790.898621,5562.461005,10854.3722
247,184.5460517,168.8900619,109.987371,354.954334
248,8282.193428,8177.583964,5968.016296,11185.19627
249,215.3404913,188.8370127,109.7969013,479.6819142
250,33.88426922,28.73244249,19.88802815,80.68821749
251,56.67368167,56.04204699,41.60699828,75.28730202
252,3903.226511,3775.255646,2268.685186,6262.412113
253,1274.361829,1248.360263,850.5495621,1844.241235
254,399.1317788,378.8108203,221.9092938,694.6462407
255,42.19205448,30.74369257,13.9858556,140.3984271
256,112.44982,104.5710909,67.4601973,205.5682311
257,85.13188531,73.56058936,47.91574291,195.8809491
258,78.0077442,61.25689079,30.68923024,226.4149369
259,280.5492015,249.3633555,113.7629029,631.4821286
260,36.11351293,35.66257802,25.5478443,49.14615839
261,545.2513845,504.5610063,290.9314673,1039.687362
262,14330.13047,14142.22077,10336.80811,19358.69034
263,81.64254927,60.89047926,23.53472541,265.8415458
264,3962.81212,3912.197623,2838.74598,5373.786125
265,815.0950375,785.7048345,512.6627165,1289.294168
266,338.5749344,328.2886545,220.5497143,516.1347623
267,7513.456606,7269.124519,4382.510556,11961.68004
268,946.0686966,899.5274297,555.695725,1601.874571
269,833.5699198,787.7054257,500.3916321,1434.425842
270,69.17875563,58.9906274,36.24884071,167.269434
271,218.876973,195.1431946,123.8223678,460.5049427
272,499.608226,427.5693346,200.0455041,1215.731733
273,64.91512844,50.5648548,15.55664432,201.426625
274,56.72282472,56.04719072,41.06176356,76.10233959
275,12.11601741,11.9473409,8.043746145,17.20879626
276,9019.716517,8897.157569,6390.769821,12332.65686
277,8.39419973,8.277042761,5.691813401,11.76935568
278,122.8145891,108.9455656,58.65132246,268.0832151
279,128.1024511,109.9560406,62.64304692,304.8727425
280,903.2879984,865.1014148,540.5113449,1485.520422
281,3914.600035,3784.988853,2285.931382,6248.554169
282,303.3254908,280.009777,155.3505766,587.7030886
283,55.17302167,54.50363864,40.14423592,73.86826326
284,387.456525,353.8807604,205.8719769,767.1601826
285,1288.959332,1241.485986,737.3311159,2112.214976
286,10.55373498,7.765142575,4.958394437,32.33387294
287,137.5829775,122.5657093,81.87960574,288.985799
288,527.4694548,496.802805,279.3553168,951.1858361
289,748.5830712,716.6072102,433.1835201,1240.978818
290,472.0544939,427.8951304,245.3423843,954.5358402
291,271.9953938,256.5226918,156.7845175,476.5545929
292,73.99504439,62.46713408,38.01265756,180.7804553
293,340.4876237,323.8491016,197.7806483,579.7938166
294,45.16893149,38.47436495,25.64906988,107.4235962
295,1188.767308,1057.693629,421.6342517,2733.001179
296,172.7343288,162.7998633,98.93373609,304.4731609
297,1248.973635,1209.852439,733.5262003,1986.959771
298,48.76286792,48.20836141,35.34161637,65.31888571
299,113.5833468,109.6085722,76.10064099,174.9801205
300,448.8584515,426.4122035,259.1397678,770.0091941
301,339.15885,294.8088381,116.4846083,822.6280881
302,35.25930722,22.65534093,7.103140087,140.1314843
303,133.9880056,113.377238,67.13076072,323.8626812
304,30.87844707,23.90231943,15.04220854,90.5786241
305,751.0788579,685.789227,370.9468235,1506.322461
